frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,ip.proto,ip.ttl,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.ack_raw,tcp.seq_raw,tcp.flags.fin,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,class,label
0.909879000,147.209665000,1443,192.168.110.101,192.168.60.20,6,64,39379,1883,0x0018,0.998510000,1377,9,1895725041,2647585533,0,1,1,0,0,0,32,502,0x3152,0,0,0,0,0,0,0,0,0,0,0,0x30,0,25,33:37:2e:30:30:35:32,0,0,0,Body Temperature,16,0,Benign,0
0.000046000,147.209901000,1953,192.168.110.103,192.168.60.20,6,64,46207,1883,0x0018,0.997777000,1887,9,4237333654,617987898,0,1,1,0,0,0,32,502,0x3352,0,0,0,0,0,0,0,0,0,0,0,0x30,0,35,31:33:33:2e:35:39:37,0,0,0,Glucometer (Glucose Level),26,0,Benign,0
0.000051000,147.209968000,882,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.910182000,816,59169,413035584,2166414584,0,1,1,0,0,0,32,501,0x2f22,0,0,0,0,0,0,0,0,0,0,0,0x34,0,14,31:2e:39:34:33:39:36,0,2,0,ECG,3,0,Benign,0
0.000036000,147.210004000,1341,192.168.110.105,192.168.60.20,6,64,36969,1883,0x0018,0.997839000,1275,9,181356056,674447490,0,1,1,0,0,0,32,502,0x30f0,0,0,0,0,0,0,0,0,0,0,0,0x30,0,23,33:37:34:2e:33:30:32,0,0,0,IV Fluid Level,14,0,Benign,0
0.000154000,147.210169000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000201000,4,150812,2166415400,413035584,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000092000,147.210413000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000092000,4,150812,2166415400,413035588,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000055000,147.210474000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000055000,4,150812,2166415400,413035592,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000049000,147.210527000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000049000,4,150812,2166415400,413035596,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000047000,147.210578000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000047000,4,150812,2166415400,413035600,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000049000,147.210631000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000049000,4,150812,2166415400,413035604,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000049000,147.210684000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000049000,4,150812,2166415400,413035608,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000049000,147.210740000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000049000,4,150812,2166415400,413035612,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000087000,147.210831000,94,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.000087000,28,59201,413035616,2166415400,0,1,1,0,0,0,32,501,0x2c0e,0,0,0,0,0,0,0,0,0,0,0,0x62,0,2,0,0,0,0,0,0,0,Benign,0
-0.000038000,147.210793000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,-0.000038000,4,150840,2166415428,413035616,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000126000,147.210919000,74,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.000126000,8,59205,413035620,2166415428,0,1,1,0,0,0,32,501,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x62,0,2,0,0,0,0,0,0,0,Benign,0
0.000020000,147.210939000,70,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000020000,4,150848,2166415436,413035620,0,1,1,0,0,0,32,3782,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000064000,147.211003000,70,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.000064000,4,59209,413035624,2166415436,0,1,1,0,0,0,32,501,0x2bf6,0,0,0,0,0,0,0,0,0,0,0,0x62,0,2,0,0,0,0,0,0,0,Benign,0
0.000014000,147.211017000,74,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000014000,8,150852,2166415440,413035624,0,1,1,0,0,0,32,3782,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000060000,147.211077000,74,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.000060000,8,59217,413035632,2166415440,0,1,1,0,0,0,32,501,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x62,0,2,0,0,0,0,0,0,0,Benign,0
0.000014000,147.211091000,74,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000014000,8,150860,2166415448,413035632,0,1,1,0,0,0,32,3782,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000059000,147.211150000,74,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.000059000,8,59225,413035640,2166415448,0,1,1,0,0,0,32,501,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x62,0,2,0,0,0,0,0,0,0,Benign,0
0.000014000,147.211164000,74,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000014000,8,150868,2166415456,413035640,0,1,1,0,0,0,32,3782,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
0.000060000,147.211224000,74,192.168.110.102,192.168.60.20,6,64,45979,1883,0x0018,0.000060000,8,59233,413035648,2166415456,0,1,1,0,0,0,32,501,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x62,0,2,0,0,0,0,0,0,0,Benign,0
0.000013000,147.211237000,74,192.168.60.20,192.168.110.102,6,64,1883,45979,0x0018,0.000013000,8,150876,2166415464,413035648,0,1,1,0,0,0,32,3782,0x2bfa,0,0,0,0,0,0,0,0,0,0,0,0x50,0,2,0,0,0,0,0,0,0,Benign,0
